refid,design_f_lab,study,study_l,study_l_w_linked,study_id,arm_id,drug,drug_f,drug_recode,drug_recode_abbr,drug_study,arm_n,arm_proph_meds,none,proph_history,proph_med_pre,proph_med_induct,proph_med_intra,proph_med_postop,proph_med_unspec,dexmed,dexmed_loading,dexmed_maintain,dexmed_maintain_low,dexmed_maintain_up,dexmed_postdose,ketamine,ketamine_dose,ketamine_dose_iv,ket_postdose,melatonin,melatonin_dose,melatonin_days,ramelteon,ramelteon_dose,ramelteon_numberdoses,gabapentin,gabapentin_dose,gabapentin_numberdoses,ulinastatin,ulinastatin_dose,ulinastatin_numberdoses,notes,multiple_kq,drug_kq5,control_desc_kq5,other_spec,interv_desc,control_desc
18575,Randomized Clinical Trial,Li 2023,[Li 2023](evidence_tables.html#18575),[Li 2023](evidence_tables.html#18575),Li 2023-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,49,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,loading dose = 4 mcg/mL for 10 min,
18582,Randomized Clinical Trial,Liao 2023,[Liao 2023](evidence_tables.html#18582),[Liao 2023](evidence_tables.html#18582),Liao 2023-1,1,Placebo,Control,Placebo,Plac,Remimazolam,35,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Placebo,Saline,,,Saline
18582,Randomized Clinical Trial,Liao 2023,[Liao 2023](evidence_tables.html#18582),[Liao 2023](evidence_tables.html#18582),Liao 2023-2,2,Remimazolam,Remimazolam,Remimazolam,Rem,Remimazolam,34,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remimazolam,,,,
18582,Randomized Clinical Trial,Liao 2023,[Liao 2023](evidence_tables.html#18582),[Liao 2023](evidence_tables.html#18582),Liao 2023-3,3,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,35,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,0.5,,0.3,0.5,,,,,,,,,,,,,,,,,,,,Dexmedetomidine,,,,
18597,Randomized Clinical Trial,Liu 2023c,[Liu 2023c](evidence_tables.html#18597),[Liu 2023c](evidence_tables.html#18597),Liu 2023c-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,149,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 mcg/kg bolus of saline placebo was administered for 10 min followed by a maintenance infusion of 0.2 mcg/kg/hr until the end of surgery
18597,Randomized Clinical Trial,Liu 2023c,[Liu 2023c](evidence_tables.html#18597),[Liu 2023c](evidence_tables.html#18597),Liu 2023c-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,150,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.5 mcg/kg bolus of dexmedetomidine placebo was administered for 10 min followed by a maintenance infusion of 0.2 mcg/kg/hr until the end of surgery,
18610,Randomized Clinical Trial,Ma 2023,[Ma 2023](evidence_tables.html#18610),[Ma 2023](evidence_tables.html#18610),Ma 2023-1,1,Placebo,Control,Placebo,Plac,Ketamine,31,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saline administered during surgery
18610,Randomized Clinical Trial,Ma 2023,[Ma 2023](evidence_tables.html#18610),[Ma 2023](evidence_tables.html#18610),Ma 2023-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,31,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,,,,,,,ketamine,0.25,0.125,,,,,,,,,,,,,,,,,,,esketamine administered during surgery,
18678,Randomized Clinical Trial,O'Brien 2023 (no dementia),[O'Brien 2023 (no dementia)](evidence_tables.html#18678),[O'Brien 2023 (no dementia)](evidence_tables.html#18678),O'Brien 2023-1,1,,,,,Ketamine,418,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18678,Randomized Clinical Trial,O'Brien 2023 (no dementia),[O'Brien 2023 (no dementia)](evidence_tables.html#18678),[O'Brien 2023 (no dementia)](evidence_tables.html#18678),O'Brien 2023-2,2,,,,,Ketamine,408,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18678,Randomized Clinical Trial,O'Brien 2023 (dementia),[O'Brien 2023 (dementia)](evidence_tables.html#18678),[O'Brien 2023 (dementia)](evidence_tables.html#18678),O'Brien 2023-3,3,,,,,Ketamine,211,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18678,Randomized Clinical Trial,O'Brien 2023 (dementia),[O'Brien 2023 (dementia)](evidence_tables.html#18678),[O'Brien 2023 (dementia)](evidence_tables.html#18678),O'Brien 2023-4,4,,,,,Ketamine,225,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18690,Randomized Clinical Trial,Oriby 2023,[Oriby 2023](evidence_tables.html#18690),[Oriby 2023](evidence_tables.html#18690),Oriby 2023-1,1,Placebo,Control,Placebo,Plac,Ketamine,30,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cataract extraction under peribulbar block,,,,,,Normal saline by continuous infusion as a placebo. Medications were administered by intravenous infusion and started 10 min before the surgery and continued throughout the duration of surgery.
18690,Randomized Clinical Trial,Oriby 2023,[Oriby 2023](evidence_tables.html#18690),[Oriby 2023](evidence_tables.html#18690),Oriby 2023-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,30,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,,,,,,,ketamine,,0.3,,,,,,,,,,,,,,cataract extraction under peribulbar block,,,,,0.3 mg/kg/h of ketamine. Medications were administrated by intravenous infusion and started 10 min before the surgery and continued throughout the duration of surgery.,
18690,Randomized Clinical Trial,Oriby 2023,[Oriby 2023](evidence_tables.html#18690),[Oriby 2023](evidence_tables.html#18690),Oriby 2023-3,3,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,30,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,,0.5,,,,,,0.3,,,,,,,,,,,,,,cataract extraction under peribulbar block,,,,,0.5 mcg/kg/hr of dexmedetomidine. Medications were administrated by intravenous infusion and started 10 min before the surgery and continued throughout the duration of surgery.,
18797,Before-After/Time Series,Smoor 2023,[Smoor 2023](evidence_tables.html#18797),[Smoor 2023](evidence_tables.html#18797),Smoor 2023-1,1,,,,,Ketamine,183,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18797,Before-After/Time Series,Smoor 2023,[Smoor 2023](evidence_tables.html#18797),[Smoor 2023](evidence_tables.html#18797),Smoor 2023-2,2,,,,,Ketamine,183,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18807,Before-After/Time Series,Staiger 2023,[Staiger 2023](evidence_tables.html#18807),[Staiger 2023](evidence_tables.html#18807),Staiger 2023-1,1,,,,,Ketamine,54,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18807,Before-After/Time Series,Staiger 2023,[Staiger 2023](evidence_tables.html#18807),[Staiger 2023](evidence_tables.html#18807),Staiger 2023-2,2,,,,,Ketamine,18,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18819,Prospective Cohort,Sun 2023a,[Sun 2023a](evidence_tables.html#18819),[Sun 2023a](evidence_tables.html#18819),Sun 2023a-1,1,None,Control,None,None,Dexmedetomidine,289,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18819,Prospective Cohort,Sun 2023a,[Sun 2023a](evidence_tables.html#18819),[Sun 2023a](evidence_tables.html#18819),Sun 2023a-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,354,kq6_proph_meds,,,,,,,proph_med_unspec,dexmedetomidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18820,Randomized Clinical Trial,Sun 2023b,[Sun 2023b](evidence_tables.html#18820),[Sun 2023b](evidence_tables.html#18820),Sun 2023b-1,1,,,,,Dexmedetomidine,51,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18820,Randomized Clinical Trial,Sun 2023b,[Sun 2023b](evidence_tables.html#18820),[Sun 2023b](evidence_tables.html#18820),Sun 2023b-2,2,,,,,Dexmedetomidine,53,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18867,Randomized Clinical Trial,Villalobos 2023,[Villalobos 2023](evidence_tables.html#18867),[Villalobos 2023](evidence_tables.html#18867),Villalobos 2023-1,1,,,,,Dexmedetomidine,54,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18867,Randomized Clinical Trial,Villalobos 2023,[Villalobos 2023](evidence_tables.html#18867),[Villalobos 2023](evidence_tables.html#18867),Villalobos 2023-2,2,,,,,Dexmedetomidine,53,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18870,Randomized Clinical Trial,Racman 2023,[Racman 2023](evidence_tables.html#18870),[Racman 2023](evidence_tables.html#18870),Racman 2023-1,1,Other,Control,Propofol,Prop,Dexmedetomidine,34,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propofol,,0.5-2.5 mg/kg/h propofol by continuous intravenous infusion
18870,Randomized Clinical Trial,Racman 2023,[Racman 2023](evidence_tables.html#18870),[Racman 2023](evidence_tables.html#18870),Racman 2023-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,37,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,0.5,,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,
18909,Randomized Clinical Trial,Xie 2023,[Xie 2023](evidence_tables.html#18909),[Xie 2023](evidence_tables.html#18909),Xie 2023-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,119,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postop PCIA pump of 3 mcg/kg sufentanil
18909,Randomized Clinical Trial,Xie 2023,[Xie 2023](evidence_tables.html#18909),[Xie 2023](evidence_tables.html#18909),Xie 2023-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,117,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,,,,,3,,,,,,,,,,,,,,,,,,,,,,"Post op PCI pump of 3 mcg/kg sufentanil and 3 mcg/kg of DEX. The PCIA parameters were programmed as follows: total amount 150ml, 2 ml bolus dose with a lock-out of 10 min and background infusion rate 2ml/h.",
18927,Randomized Clinical Trial,Yang 2023,[Yang 2023](evidence_tables.html#18927),[Yang 2023](evidence_tables.html#18927),Yang 2023-1,1,,,,,Dexmedetomidine,153,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18927,Randomized Clinical Trial,Yang 2023,[Yang 2023](evidence_tables.html#18927),[Yang 2023](evidence_tables.html#18927),Yang 2023-2,2,,,,,Dexmedetomidine,147,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18937,Randomized Clinical Trial,Yoo 2023,[Yoo 2023](evidence_tables.html#18937),[Yoo 2023](evidence_tables.html#18937),Yoo 2023-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,64,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saline infusion during surgery
18937,Randomized Clinical Trial,Yoo 2023,[Yoo 2023](evidence_tables.html#18937),[Yoo 2023](evidence_tables.html#18937),Yoo 2023-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,64,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,dexmedetomidine infusion during surgery,
18938,Retrospective Cohort,Yoshimura 2023,[Yoshimura 2023](evidence_tables.html#18938),[Yoshimura 2023](evidence_tables.html#18938),Yoshimura 2023-1,1,,,,,Dexmedetomidine,5552,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18938,Retrospective Cohort,Yoshimura 2023,[Yoshimura 2023](evidence_tables.html#18938),[Yoshimura 2023](evidence_tables.html#18938),Yoshimura 2023-2,2,,,,,Dexmedetomidine,10633,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18945,Retrospective Cohort,Zarour 2023,[Zarour 2023](evidence_tables.html#18945),[Zarour 2023](evidence_tables.html#18945),Zarour 2023-1,1,,,,,Dexmedetomidine,1191,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18945,Retrospective Cohort,Zarour 2023,[Zarour 2023](evidence_tables.html#18945),[Zarour 2023](evidence_tables.html#18945),Zarour 2023-2,2,,,,,Dexmedetomidine,782,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18958,Randomized Clinical Trial,Zhao 2023,[Zhao 2023](evidence_tables.html#18958),[Zhao 2023](evidence_tables.html#18958),Zhao 2023-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,42,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal saline
18958,Randomized Clinical Trial,Zhao 2023,[Zhao 2023](evidence_tables.html#18958),[Zhao 2023](evidence_tables.html#18958),Zhao 2023-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,40,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,,,,,200,,,,,,,,,,,,,,,,,,,,,,one dose of dex 200 ug/2 ml,
18976,Retrospective Cohort,Poeran 2020b,[Poeran 2020b](evidence_tables.html#18976),[Poeran 2020b](evidence_tables.html#18976) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020b-1,1,,,,,Dexmedetomidine,480056,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18976,Retrospective Cohort,Poeran 2020b,[Poeran 2020b](evidence_tables.html#18976),[Poeran 2020b](evidence_tables.html#18976) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020b-2,2,,,,,Dexmedetomidine,25096,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18977,Retrospective Cohort,Poeran 2020c,[Poeran 2020c](evidence_tables.html#18977),[Poeran 2020c](evidence_tables.html#18977) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020c-1,1,,,,,Dexmedetomidine,436131,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18977,Retrospective Cohort,Poeran 2020c,[Poeran 2020c](evidence_tables.html#18977),[Poeran 2020c](evidence_tables.html#18977) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020c-2,2,,,,,Dexmedetomidine,69021,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18978,Retrospective Cohort,Poeran 2020d,[Poeran 2020d](evidence_tables.html#18978),[Poeran 2020d](evidence_tables.html#18978) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020d-1,1,None,Control,None,None,Ketamine,468004,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18978,Retrospective Cohort,Poeran 2020d,[Poeran 2020d](evidence_tables.html#18978),[Poeran 2020d](evidence_tables.html#18978) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020d-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,37148,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,ketamine,,,,,,,,,,,,,,,,no details on dosing reported,,,,,,
18979,Retrospective Cohort,Poeran 2020e,[Poeran 2020e](evidence_tables.html#18979),[Poeran 2020e](evidence_tables.html#18979) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020e-1,1,None,Control,None,None,Gabapentin,467371,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18979,Retrospective Cohort,Poeran 2020e,[Poeran 2020e](evidence_tables.html#18979),[Poeran 2020e](evidence_tables.html#18979) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020e-2,2,Gabapentin,Gabapentin,Gabapentin,Gab,Gabapentin,37781,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,,,,,,,,,,,gabapentin,,,,,,,,,,,,
18983,Retrospective Cohort,Poeran 2020f,[Poeran 2020f](evidence_tables.html#18983),[Poeran 2020f](evidence_tables.html#18983) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020f-1,1,,,,,Gabapentin,450479,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18983,Retrospective Cohort,Poeran 2020f,[Poeran 2020f](evidence_tables.html#18983),[Poeran 2020f](evidence_tables.html#18983) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020f-2,2,,,,,Gabapentin,54673,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18984,Retrospective Cohort,Poeran 2020g,[Poeran 2020g](evidence_tables.html#18984),[Poeran 2020g](evidence_tables.html#18984) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020g-1,1,,,,,Gabapentin,455116,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18984,Retrospective Cohort,Poeran 2020g,[Poeran 2020g](evidence_tables.html#18984),[Poeran 2020g](evidence_tables.html#18984) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020g-2,2,,,,,Gabapentin,50036,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18985,Retrospective Cohort,Poeran 2020h,[Poeran 2020h](evidence_tables.html#18985),[Poeran 2020h](evidence_tables.html#18985) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020h-1,1,,,,,Gabapentin,484190,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18985,Retrospective Cohort,Poeran 2020h,[Poeran 2020h](evidence_tables.html#18985),[Poeran 2020h](evidence_tables.html#18985) ([Poeran 2020a](evidence_tables.html#17228)),Poeran 2020h-2,2,,,,,Gabapentin,20962,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18986,Retrospective Cohort,Chang 2024,[Chang 2024](evidence_tables.html#18986),[Chang 2024](evidence_tables.html#18986),Chang 2024-1,1,,,,,Gabapentin,140,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18986,Retrospective Cohort,Chang 2024,[Chang 2024](evidence_tables.html#18986),[Chang 2024](evidence_tables.html#18986),Chang 2024-2,2,,,,,Gabapentin,141,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18987,Randomized Clinical Trial,Mei 2020b,[Mei 2020b](evidence_tables.html#18987),[Mei 2020b](evidence_tables.html#18987),Mei 2020b-1,1,,,,,Gabapentin,103,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18987,Randomized Clinical Trial,Mei 2020b,[Mei 2020b](evidence_tables.html#18987),[Mei 2020b](evidence_tables.html#18987),Mei 2020b-2,2,,,,,Gabapentin,106,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19171,Before-After/Time Series,Harari 2007,[Harari 2007](evidence_tables.html#19171),[Harari 2007](evidence_tables.html#19171),Harari 2007-1,1,,,,,Gabapentin,54,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19171,Before-After/Time Series,Harari 2007,[Harari 2007](evidence_tables.html#19171),[Harari 2007](evidence_tables.html#19171),Harari 2007-2,2,,,,,Gabapentin,54,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19377,Retrospective Cohort,Paille 2021,[Paille 2021](evidence_tables.html#19377),[Paille 2021](evidence_tables.html#19377),Paille 2021-1,1,,,,,Gabapentin,114,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19377,Retrospective Cohort,Paille 2021,[Paille 2021](evidence_tables.html#19377),[Paille 2021](evidence_tables.html#19377),Paille 2021-2,2,,,,,Gabapentin,114,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20083,Randomized Clinical Trial,Kalimeris 2013,[Kalimeris 2013](evidence_tables.html#20083),[Kalimeris 2013](evidence_tables.html#20083),Kalimeris 2013-1,1,,,,,Gabapentin,21,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20083,Randomized Clinical Trial,Kalimeris 2013,[Kalimeris 2013](evidence_tables.html#20083),[Kalimeris 2013](evidence_tables.html#20083),Kalimeris 2013-2,2,,,,,Gabapentin,23,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20412,Randomized Clinical Trial,Tian 2021,[Tian 2021](evidence_tables.html#20412),[Tian 2021](evidence_tables.html#20412),Tian 2021-1,1,,,,,Gabapentin,31,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20412,Randomized Clinical Trial,Tian 2021,[Tian 2021](evidence_tables.html#20412),[Tian 2021](evidence_tables.html#20412),Tian 2021-2,2,,,,,Gabapentin,31,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20438,Retrospective Cohort,Ishibashi-Kanno 2020a,[Ishibashi-Kanno 2020a](evidence_tables.html#20438),[Ishibashi-Kanno 2020a](evidence_tables.html#20438),Ishibashi-Kanno 2020a-1,1,None,Control,None,None,Ramelteon,34,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20438,Retrospective Cohort,Ishibashi-Kanno 2020a,[Ishibashi-Kanno 2020a](evidence_tables.html#20438),[Ishibashi-Kanno 2020a](evidence_tables.html#20438),Ishibashi-Kanno 2020a-2,2,Ramelteon,Ramelteon,Ramelteon,Ram,Ramelteon,35,kq6_proph_meds,,,,,,proph_med_postop,,,,,,,,,,,,,,,ramelteon,,,,,,,,,,,,,,,
20454,Randomized Clinical Trial,Soh 2020,[Soh 2020](evidence_tables.html#20454),[Soh 2020](evidence_tables.html#20454),Soh 2020-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,54,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received an infusion of an equivalent volume of 0/9% saline for the same duration.
20454,Randomized Clinical Trial,Soh 2020,[Soh 2020](evidence_tables.html#20454),[Soh 2020](evidence_tables.html#20454),Soh 2020-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,54,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,"Dexmedetomidine 200mcg was mixed with 0.9% saline to achieve a concentration of 4 mcg/ml, which was continuously infused at a rate of 0.4 mcg/kg/h for 24 hours starting immediately after anesthetic induction.",
20465,Randomized Clinical Trial,Li 2020b,[Li 2020b](evidence_tables.html#20465),[Li 2020b](evidence_tables.html#20465),Li 2020b-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,310,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume-matched normal saline was administered at the same rate for the same duration
20465,Randomized Clinical Trial,Li 2020b,[Li 2020b](evidence_tables.html#20465),[Li 2020b](evidence_tables.html#20465),Li 2020b-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,309,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,"loading dose of dexmedetomidine (0.6 mcg/kg) was administered over a 10 min period  before induction of anaesthesia, followed by a continuous infusion at a rate of (0.5 mcg per kg per h) until 1 hour before the end of the surgery.",
20581,Randomized Clinical Trial,Valentin 2016,[Valentin 2016](evidence_tables.html#20581),[Valentin 2016](evidence_tables.html#20581),Valentin 2016-1,1,,,,,Dexmedetomidine,40,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20581,Randomized Clinical Trial,Valentin 2016,[Valentin 2016](evidence_tables.html#20581),[Valentin 2016](evidence_tables.html#20581),Valentin 2016-2,2,,,,,Dexmedetomidine,36,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20764,Retrospective Cohort,Kadoi 2007,[Kadoi 2007](evidence_tables.html#20764),[Kadoi 2007](evidence_tables.html#20764),Kadoi 2007-1,1,,,,,Dexmedetomidine,58,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20764,Retrospective Cohort,Kadoi 2007,[Kadoi 2007](evidence_tables.html#20764),[Kadoi 2007](evidence_tables.html#20764),Kadoi 2007-2,2,,,,,Dexmedetomidine,48,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20892,Retrospective Cohort,Memtsoudis 2019k,[Memtsoudis 2019k](evidence_tables.html#20892),[Memtsoudis 2019k](evidence_tables.html#20892) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019k-1,1,,,,,Dexmedetomidine,428543,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20892,Retrospective Cohort,Memtsoudis 2019k,[Memtsoudis 2019k](evidence_tables.html#20892),[Memtsoudis 2019k](evidence_tables.html#20892) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019k-2,2,,,,,Dexmedetomidine,135683,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20893,Retrospective Cohort,Memtsoudis 2019l,[Memtsoudis 2019l](evidence_tables.html#20893),[Memtsoudis 2019l](evidence_tables.html#20893) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019l-1,1,,,,,Dexmedetomidine,861439,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20893,Retrospective Cohort,Memtsoudis 2019l,[Memtsoudis 2019l](evidence_tables.html#20893),[Memtsoudis 2019l](evidence_tables.html#20893) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019l-2,2,,,,,Dexmedetomidine,269130,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20894,Retrospective Cohort,Mangusan 2015b,[Mangusan 2015b](evidence_tables.html#20894),[Mangusan 2015b](evidence_tables.html#20894) ([Mangusan 2015a](evidence_tables.html#3727)),Mangusan 2015b-1,1,,,,,Dexmedetomidine,369,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20894,Retrospective Cohort,Mangusan 2015b,[Mangusan 2015b](evidence_tables.html#20894),[Mangusan 2015b](evidence_tables.html#20894) ([Mangusan 2015a](evidence_tables.html#3727)),Mangusan 2015b-2,2,,,,,Dexmedetomidine,287,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
